Var1,Freq,pc
drinkpakje,48,0
duits,48,0
hooghoudt,48,0
icecreamstick,48,0
orangina,48,0
plasticspoon,48,0
quaker,48,0
sausage,48,0
superunie,48,0
balvert,48,0
chilichicken,48,0
dragonegg,48,0
mcdonald's,48,0
blokker,47,0
bottlecapseal,47,0
catchoftheday,47,0
cookiewrap,47,0
gamma,47,0
gatorade,47,0
muesli,47,0
plasticsoep,47,0
rivercote,47,0
speelgoed,47,0
wondertol,47,0
aluminumcan,47,0
bedrijfafval,47,0
lipje blik,47,0
birdseed,46,0
broodzakje,46,0
chiquita,46,0
crowncap,46,0
DE,46,0
frisdrank,46,0
grasstrimmer,46,0
nettorama,46,0
pineapple,46,0
schulten,46,0
sealbag,46,0
slammer,46,0
vork,46,0
cannabispack,46,0
bigpiece,45,0
block,45,0
cigarettepaper,45,0
dogs poop,45,0
esbjerg,45,0
fahnenbrau,45,0
Fernandes,45,0
hairnet,45,0
medicinestrip,45,0
naturalcool,45,0
pepperfoam,45,0
ponypack,45,0
porcelain,45,0
powerbooster,45,0
sportdrink,45,0
vlugge japie,45,0
wool,45,0
zed,45,0
cigarettebutts,45,0
mac donald,45,0
beerbottlecap,44,0
cotedor,44,0
djoezz,44,0
drug,44,0
elasticband,44,0
glowstick,44,0
ing,44,0
jean balmont,44,0
koffielepel,44,0
pricetag,44,0
roerstaafje,44,0
salt,44,0
snoeptroep,44,0
trekpleister,44,0
fountain,44,0
hockey,44,0
polyester tape,44,0
aluminium foil,43,0
cigaretbutt,43,0
deberen,43,0
hairelastic,43,0
kelloggs,43,0
kizilay,43,0
rolingpaper,43,0
rum,43,0
tequila,43,0
vrieslolly,43,0
warka,43,0
laughing gas cannister,43,0
coffeesleeve,42,0
comb,42,0
delekkerste,42,0
earplug,42,0
Energy,42,0
glazen fles,42,0
insulation material,42,0
johnplayerspecial,42,0
mixdrink,42,0
mrchoc,42,0
panasonic,42,0
pills,42,0
polyurethane foam,42,0
smoothie,42,0
snoep,42,0
soup,42,0
spa blauw,42,0
spitz,42,0
token,42,0
wild bean,42,0
gripbag,42,0
nitro oxide cartridge,42,0
smallcup,42,0
copias sherry,41,0
drinking package,41,0
ductape,41,0
duracell,41,0
electronics,41,0
koetjesreep,41,0
kurk,41,0
marker,41,0
misterchoc,41,0
notempty,41,0
sanpellegrino,41,0
sausbakje,41,0
softdrugs,41,0
tonyschocolony,41,0
tool,41,0
varta,41,0
warning,41,0
william lawsons,41,0
klein,41,0
8,40,0
AJruimtop,40,0
alesto,40,0
drillresidu,40,0
fietsonderdeel,40,0
ifruimtop,40,0
liquorice,40,0
paperpackage,40,0
platic,40,0
rolo,40,0
Saskia,40,0
soft drugs,40,0
spons,40,0
tymbark,40,0
wrigleys,40,0
zwerfvuil,40,0
litterati,40,0
lollipop stick,40,0
syntetic,40,0
albert,39,0
apple,39,0
bracelet,39,0
chubachups,39,0
contractor,39,0
debeste,39,0
dogwastebag,39,0
gloves,39,0
hoegaarden,39,0
industrial,39,0
lego,39,0
luttimint,39,0
nijkamp,39,0
nylon rope,39,0
ok,39,0
pakje,39,0
streekpad nijmegen,39,0
tonychocolonely,39,0
cokeseal,39,0
polyurethanefoam,39,0
zacht,39,0
alpro,38,0
bakje,38,0
bouwafval,38,0
cornetto,38,0
davidoff,38,0
drinkbag,38,0
dump,38,0
fini,38,0
football,38,0
goudappeltje,38,0
mckroket,38,0
mediamarkt,38,0
negerenzichtbaarafval,38,0
pacifier,38,0
sandwich,38,0
schoffelen,38,0
sifres,38,0
sigaretebox,38,0
spareine,38,0
biscuitwrapper,38,0
inbev,38,0
blue,37,0
bottlewrapper,37,0
chaudfontain,37,0
chupachup,37,0
damla,37,0
debowe,37,0
dekamarkt,37,0
frieschevlag,37,0
karwei,37,0
medicinewrapper,37,0
mydog,37,0
peel,37,0
returntosender,37,0
sis,37,0
voetbalplaatje,37,0
waste,37,0
weet,37,0
william lawson,37,0
microplastic,37,0
wrapper piece,37,0
2minutebeachclean,36,0
beren,36,0
black,36,0
carnafval,36,0
clotheshanger,36,0
cupasoup,36,0
eatnatural,36,0
feigling,36,0
folie,36,0
heinerle,36,0
intertoys,36,0
krupnik,36,0
Lidl,36,0
multiijs,36,0
powerup,36,0
reeses,36,0
samson,36,0
sandpaper,36,0
schroef,36,0
shoelace,36,0
stof,36,0
sumo,36,0
take3forthesea,36,0
toys,36,0
weco,36,0
werthersoriginal,36,0
william lawson’s,36,0
houten ijsstokje,36,0
pleaserecycle,36,0
tin can red bull,36,0
zilverfolie,36,0
2018,35,0
2021,35,0
banana peel,35,0
bon,35,0
bugles,35,0
frieslandcampina,35,0
handkerchieves,35,0
john player special,35,0
knetterballs,35,0
koetjes,35,0
powergeneration,35,0
preservative,35,0
rocheval,35,0
shoppingbill,35,0
sinas,35,0
sparta,35,0
marsincorporated,35,0
pools,35,0
alberthein,34,0
bananapeel,34,0
batterij,34,0
candybag,34,0
clothespeg,34,0
fruitschil,34,0
gauloise,34,0
hamburger,34,0
hockeybal,34,0
jackscasino,34,0
nail,34,0
nickelodeon,34,0
perfect,34,0
piacetto,34,0
rodeo,34,0
softdrink.,34,0
sportwater,34,0
tacobell,34,0
wheel,34,0
engergiedrink,34,0
kadoelerbos,34,0
applebandit,33,0
ceramic,33,0
energy drank,33,0
flipflop,33,0
gijsbrecht,33,0
hak,33,0
hamidiye,33,0
isostar,33,0
krantendraad,33,0
lightbulb,33,0
mayonaise,33,0
metallid,33,0
noorderpoort,33,0
plasticglove,33,0
raket,33,0
royaldutch,33,0
savoury,33,0
servet,33,0
socks,33,0
stortafval,33,0
whiskey,33,0
wilhelmina pepermunt,33,0
yoghurt drink,33,0
9,32,0
afzetlint,32,0
applejuice,32,0
arla,32,0
bierdopje,32,0
bpglove,32,0
clothe,32,0
creamer,32,0
draad,32,0
duvel,32,0
fa,32,0
fish + more,32,0
glamm,32,0
Hertog Jan,32,0
insolation,32,0
intratuin,32,0
m&m's,32,0
Megaforce,32,0
Netterden,32,0
pillenstrip,32,0
pillstrip,32,0
pleister,32,0
poetsdoek,32,0
red,32,0
ReturnToRutte,32,0
rumcola,32,0
schonemaas,32,0
sol,32,0
spuitbus,32,0
tetrapak,32,0
thunderking,32,0
togo,32,0
vloei,32,0
wegwerp bestek,32,0
whippedcreamcharger,32,0
wiegerketellapper,32,0
cigarettenbox,32,0
filetofish,32,0
knetterbalfirework,32,0
2minutestreetclean,31,0
avia,31,0
babybel,31,0
brandaris,31,0
cigarette lighter,31,0
cricket,31,0
crusticroc,31,0
dish,31,0
domino’s,31,0
drinkverpakking,31,0
fusetea,31,0
gordons,31,0
hondenpoepzakje,31,0
lipbalm,31,0
liquor,31,0
mona,31,0
paracetamol,31,0
plastic cigarettepack wrapper,31,0
power up,31,0
rootcloth,31,0
shotje,31,0
tyrap,31,0
west,31,0
zappie,31,0
lachgasballon,31,0
writing materials,31,0
BakkerBoer,30,0
bananas,30,0
botle,30,0
candleholder,30,0
carmen,30,0
dubbel fris,30,0
egg,30,0
finditfillit,30,0
fruitbiscuit,30,0
goldfield,30,0
harddrugs,30,0
keelpastilles,30,0
kunststof,30,0
lander brau,30,0
lipje,30,0
plastic zakje,30,0
pointer,30,0
pringels,30,0
smartseals,30,0
smiths,30,0
stopecocide,30,0
styropor,30,0
time out,30,0
vogue,30,0
werthers original,30,0
wickey,30,0
amstel can,30,0
doetinchem,30,0
koffiebeker karton,30,0
seizoensarbeiders,30,0
wandelpad,30,0
30minutestreetclean,29,0
alexmeijer,29,0
bananenschil,29,0
becel,29,0
bell,29,0
bidon,29,0
cigars,29,0
conimex,29,0
crystaline,29,0
de klok bier,29,0
drugsbag,29,0
fishermensfriend,29,0
flügel,29,0
friesholder,29,0
frietbakje,29,0
german,29,0
glue,29,0
harrydegroot,29,0
honey,29,0
Luciano,29,0
luier,29,0
manual,29,0
okf,29,0
poffertjes,29,0
purefruit,29,0
rothmans,29,0
stimerol,29,0
stuyvesant,29,0
vitaminewater,29,0
weet bag,29,0
Wilhelmina,29,0
yoghurtdrink,29,0
musiccasette,29,0
snacktray,29,0
afval,28,0
almhof,28,0
balloons,28,0
bernardo’s,28,0
bicycle light,28,0
catfood,28,0
coolstick,28,0
cuplid,28,0
dors bier,28,0
ferrero,28,0
fishing gear,28,0
fuze,28,0
hat,28,0
kiosk,28,0
koffie,28,0
kraslot,28,0
lucifer,28,0
mantel,28,0
nitrous oxide,28,0
paperclip,28,0
playingcard,28,0
potatochips,28,0
quelbrunn,28,0
rennie,28,0
schoonmaakdoekje,28,0
shoestring,28,0
slipper,28,0
slurpie,28,0
snackajacks,28,0
sodacan,28,0
spray,28,0
tango,28,0
tetrapack,28,0
tiger,28,0
uludag,28,0
van melle,28,0
wieldop,28,0
wokkels,28,0
amstel cap,28,0
cigarettefilter,28,0
heineken can,28,0
metall,28,0
paper bag,28,0
tedbullstimuleertlichaamengeest,28,0
2017,27,0
basicfit,27,0
beachplastic,27,0
beer can,27,0
book,27,0
chewing gum,27,0
cup cap,27,0
cups,27,0
drinky,27,0
eltequito,27,0
erikli,27,0
eru,27,0
fietslamp,27,0
golfbal,27,0
handle,27,0
icelolly,27,0
kroonkurk,27,0
lager beer,27,0
makeup,27,0
okidoki,27,0
pitt beer,27,0
plasticdopje,27,0
robinsons,27,0
silifke,27,0
slingerdraad,27,0
snowseal,27,0
sugarbag,27,0
train,27,0
werthers echte,27,0
whine,27,0
wijn,27,0
bythecreekfestivalplastic,27,0
paper tissue,27,0
paperreceipt,27,0
7 up,26,0
airfreshener,26,0
Aquarius,26,0
b'tween,26,0
belt,26,0
biscuits,26,0
budweiser,26,0
canlid,26,0
charger,26,0
chips bag,26,0
cupcap,26,0
dart,26,0
disney,26,0
dogtoy,26,0
earphones,26,0
esbjærg,26,0
etiquet,26,0
evergreen,26,0
fruitness,26,0
gofast,26,0
groceries,26,0
haagsebeemden,26,0
hair,26,0
ijsbaan,26,0
kellogs,26,0
ketchup,26,0
lavachequirit,26,0
lepel,26,0
m&m’s,26,0
madarin,26,0
marble,26,0
melk,26,0
missieonduidelijk,26,0
nespresso,26,0
primark,26,0
respectloosnaaralleleven,26,0
safari,26,0
schoen,26,0
scouting,26,0
snoepwikkel,26,0
spabottle,26,0
strawpackage,26,0
tandenstoker,26,0
weedbag,26,0
worteldoek,26,0
jointverpakkingen,26,0
kapot gemaaid blikje,26,0
unknown b,26,0
8x6,25,0
advertising,25,0
bomb bag,25,0
chemicals,25,0
condoms,25,0
cristalline,25,0
disco,25,0
dogfood,25,0
dogpoop,25,0
dujardin,25,0
energydrik,25,0
esbjaerg,25,0
etiket,25,0
fincarre,25,0
fishermans friend,25,0
foco,25,0
gemeentewestland,25,0
hairpin,25,0
jean balmont merlot,25,0
lipstick,25,0
loomy,25,0
maastricht,25,0
Milka,25,0
n2o,25,0
nitrous,25,0
noodles,25,0
parking ticket,25,0
parts,25,0
pieces of,25,0
pittbeer,25,0
pl,25,0
plastc,25,0
poepzak,25,0
power booster,25,0
president,25,0
rollingpaper,25,0
runningevent,25,0
smart,25,0
spa water,25,0
strongkong,25,0
toothpaste,25,0
underwear,25,0
werthersechte,25,0
armband,25,0
opvulmateriaal,25,0
redbullchallange,25,0
ringpull,25,0
@playground,24,0
1debeste,24,0
a,24,0
anna,24,0
brekkies,24,0
caballero,24,0
captain morgan,24,0
cheewinggum,24,0
chocoladereep,24,0
cigarette butt,24,0
cleansing wipe,24,0
dora,24,0
drop,24,0
elastic band,24,0
exportbier,24,0
fietslampje,24,0
fitness,24,0
foodmaster,24,0
fries,24,0
fruit tella,24,0
fsc,24,0
hanger,24,0
helpinghands,24,0
icercream,24,0
jupilair,24,0
lander bräu,24,0
menthol,24,0
merba,24,0
mondelez,24,0
nerfgun,24,0
nocco,24,0
paperwrapper,24,0
pouches,24,0
rizzla,24,0
shisha,24,0
sportsdrink,24,0
takeoff,24,0
tas,24,0
tetra,24,0
texaco,24,0
tie,24,0
Wicky,24,0
wrapping,24,0
WT1,24,0
astw,24,0
bigtasty,24,0
cigarette pack,24,0
consumptie verpakking,24,0
helium,24,0
kauwgumverpakking,24,0
2in1,23,0
arbre magique,23,0
arbremagique,23,0
ayran,23,0
backlight,23,0
belgix,23,0
bierblik,23,0
bigbazar,23,0
bloempot,23,0
break,23,0
chemical,23,0
dirkvandenbroek,23,0
dog bag,23,0
dog poop,23,0
dogshitbag,23,0
fortune,23,0
frietbak,23,0
glass piece,23,0
groundcontainertrash,23,0
handfull,23,0
heiniken,23,0
ijsverpakking,23,0
isolation,23,0
Jumbo,23,0
kanjer,23,0
lookout,23,0
melkpak,23,0
nypizza,23,0
ob,23,0
oshee,23,0
patatbakje,23,0
perfume,23,0
pijnenburg,23,0
plasic,23,0
plastic dish,23,0
plasticpiece,23,0
plastics,23,0
polar,23,0
pottery,23,0
reuserensmulders,23,0
rotterdam,23,0
shirt,23,0
smullers,23,0
strappingband,23,0
synthetic,23,0
tatra,23,0
tincan,23,0
tire,23,0
wilhemina,23,0
zilverpapier,23,0
closetpaper,23,0
papieren,23,0
skateparkdoetinchem,23,0
24ice,22,0
appelsap,22,0
aquafresh,22,0
argus pils,22,0
atkins,22,0
backwerk,22,0
bakker bart,22,0
beverage,22,0
bierfles,22,0
bols,22,0
bombay,22,0
brochure,22,0
burger king,22,0
chateau,22,0
chaudfontaine water,22,0
chocolatemilk,22,0
chocomelk,22,0
christmas,22,0
danio,22,0
dextro,22,0
drugs bag,22,0
frites,22,0
fruit shoot,22,0
haarelastiekje,22,0
icecreambucket,22,0
johnplayer,22,0
kamagra,22,0
katoen,22,0
keychain,22,0
lollypop,22,0
looklook,22,0
newport,22,0
ontbijtkoek,22,0
orangejuice,22,0
plastic zak,22,0
powergel,22,0
qs,22,0
sauce cup,22,0
saus,22,0
sigaretbox,22,0
sigarettebutt,22,0
sign,22,0
tab,22,0
toto,22,0
werther’s,22,0
wibra,22,0
william lawson's,22,0
double,22,0
glasbottle,22,0
kapot getrapt plastic bierglas,22,0
koemarkt,22,0
multipleitems,22,0
piece of paper,22,0
plastic vuurwerk,22,0
banaan,21,0
beer cap,21,0
bonnetje,21,0
cafebonjour,21,0
choclate,21,0
co2capsules,21,0
cup a soup,21,0
deo,21,0
deoderant,21,0
doardi,21,0
energyslammers,21,0
fire,21,0
gamblingcard,21,0
gaspatroon,21,0
grass company,21,0
grassgrid,21,0
gumpackaging,21,0
hertog Jan,21,0
hollandcasino,21,0
horeca,21,0
jumbo cola,21,0
ka,21,0
kanon,21,0
klean,21,0
liptonice,21,0
maandverband,21,0
mail,21,0
mais,21,0
minions,21,0
mint,21,0
peukenrapen,21,0
playground,21,0
pombar,21,0
primera,21,0
rexona,21,0
ritter,21,0
sachet,21,0
samsung,21,0
sanitary,21,0
zakdoekjes,21,0
cocain,21,0
johnny walker,21,0
plastic bierglas,21,0
plasticshrinkwrap,21,0
snoeppapiertjes,21,0
vochtig doekje,21,0
AA,20,0
actimel,20,0
bikelock,20,0
braam,20,0
ca,20,0
can soda,20,0
chair,20,0
chalk,20,0
chrysal,20,0
cigarettelighter,20,0
cilinder,20,0
crispsbag,20,0
detergent,20,0
drugserwrappers,20,0
dulano,20,0
ebs,20,0
elections,20,0
finkenbrau,20,0
fritt,20,0
fruityking,20,0
grafenwalder,20,0
hansaplast,20,0
ivn,20,0
look o look,20,0
lv,20,0
menm,20,0
minute maid,20,0
misc,20,0
mixxedup,20,0
nakd,20,0
perrier,20,0
phone,20,0
plasticbeker,20,0
plasticzak,20,0
pokemon,20,0
poop,20,0
poster,20,0
qm,20,0
riedel,20,0
rituals,20,0
smal pieces,20,0
solavita,20,0
sportline,20,0
strike,20,0
u,20,0
vol,20,0
weetbag,20,0
wfo,20,0
zwerfafval,20,0
cigarrettebutts,20,0
paaspop,20,0
plastic tyrip,20,0
skatepark,20,0
sloot,20,0
bags,19,0
bal,19,0
beterbed,19,0
bierviltje,19,0
blck,19,0
can lid,19,0
condomwrapper,19,0
cosmetic,19,0
dental,19,0
doggybag,19,0
drugsenvelope,19,0
elastics,19,0
energie drank,19,0
fishgear,19,0
golfball,19,0
haarnetje,19,0
highwaycola,19,0
holland,19,0
icestick,19,0
kindersurprise,19,0
kneupel,19,0
knopper,19,0
korn,19,0
leapp,19,0
malteser,19,0
max,19,0
mcdonald,19,0
mehari’s,19,0
millies,19,0
mueslibar,19,0
nitro,19,0
oké,19,0
olvarit,19,0
orange peel,19,0
peanuts,19,0
perfettivanmelle,19,0
peuken,19,0
plasticcover,19,0
roerstaaf,19,0
salad,19,0
serpentines,19,0
snoepplastic,19,0
steel,19,0
storck,19,0
strepsils,19,0
stroopwafels,19,0
thegrasscompany,19,0
ulker,19,0
unknown2,19,0
vittel,19,0
vivit,19,0
wattips,19,0
wet,19,0
balloonsucking,19,0
blue basterd,19,0
mccafe,19,0
mushroom,19,0
plastic ijslepeltje,19,0
potting soil,19,0
10,18,0
alex meijer & co,18,0
angelos,18,0
ben&jerry’s,18,0
blueband,18,0
busta,18,0
butter,18,0
chocolatebar,18,0
coffeestir,18,0
cracker,18,0
doritosbits,18,0
earswap,18,0
easteregg,18,0
export bier,18,0
gaba,18,0
garbagebag,18,0
gasolineglove,18,0
gingerbread,18,0
gooskens,18,0
gordon,18,0
gumpack,18,0
h&m,18,0
handglove,18,0
ice spoon,18,0
icewrapper,18,0
ijsstokjes,18,0
johnnie walker,18,0
knetterking,18,0
koekjes,18,0
Kruidvat,18,0
l&M,18,0
linessa,18,0
medicinstrip,18,0
mirror,18,0
moreno,18,0
object,18,0
orange juice,18,0
pedigree,18,0
perlerbead,18,0
pieces,18,0
pils,18,0
postelastiek,18,0
quarterpounder,18,0
sandwichbag,18,0
sok,18,0
trident,18,0
tyrip,18,0
vegetables,18,0
veltens,18,0
whiskas,18,0
wilhelmina peppermint,18,0
brasserie buitenhuis,18,0
electronicpicnic,18,0
kassabonnetje,18,0
tétra brick,18,0
tin can powerdrink,18,0
tiwrap,18,0
beercup,17,0
bregje,17,0
bu,17,0
bull,17,0
Chaudfontaine,17,0
chocobonbon,17,0
cococola,17,0
condoom,17,0
cooky,17,0
cote d’or,17,0
daelmans,17,0
drinkpack,17,0
electric wire,17,0
elixyr,17,0
favorina,17,0
filling,17,0
geld,17,0
gemeente,17,0
go,17,0
golden,17,0
handshoe,17,0
hayat,17,0
icecreamwrap,17,0
jumbo ice tea,17,0
knuspi,17,0
lebara,17,0
lemon,17,0
lindt,17,0
london,17,0
maggi,17,0
mandarin,17,0
marlborro,17,0
martini,17,0
mask,17,0
milkcarton,17,0
nimm2,17,0
pelican rouge,17,0
plantlabel,17,0
plastic lid,17,0
plasticconfettie,17,0
plussupermarkt,17,0
polyuretane,17,0
puur,17,0
razor,17,0
scarface,17,0
schuim,17,0
somersby,17,0
sport,17,0
sports nutrition,17,0
suikerzakje,17,0
sunrise,17,0
take3,17,0
tic tac,17,0
tikkels,17,0
tobaccopouch,17,0
tray lid,17,0
twister,17,0
wax,17,0
wishballoon,17,0
yumyum,17,0
bavaria 8.6,17,0
bottelcap,17,0
cellulose acetate,17,0
enegydrink,17,0
energy_drink,17,0
fruitshot,17,0
johnplayersspecial,17,0
koffielepel van hout,17,0
la chouffe,17,0
langnese,17,0
medium piece,17,0
middel,17,0
napkins,17,0
parkeerbon,17,0
plastic verpakking voor rietje,17,0
soft drink,17,0
wikkel fles,17,0
wooase,17,0
afterparty,16,0
aluminiumcan,16,0
apple juice,16,0
auto-onderdeel,16,0
autopart,16,0
bagsintrees,16,0
balloonstick,16,0
bananadrama,16,0
beachcleanup,16,0
becks,16,0
belvita,16,0
bolt,16,0
boni,16,0
budlight,16,0
chip,16,0
chupa chup,16,0
coffiecup,16,0
crackers,16,0
delifrance,16,0
droetker,16,0
dubbeldrank,16,0
earphone,16,0
ella,16,0
fcs,16,0
foodpackaging,16,0
green tea,16,0
greentea,16,0
harlekijntjes,16,0
headphones,16,0
hellema,16,0
highway cola,16,0
Hollandia,16,0
hondenzakje,16,0
hose,16,0
ice cream,16,0
icecreamwrapper,16,0
jeanpierre,16,0
kakzak,16,0
Keizerskroon,16,0
keyring,16,0
kinderbrueno,16,0
knorr,16,0
kornet,16,0
lead,16,0
lenm,16,0
maestro,16,0
makro,16,0
marihuana,16,0
miscelaneous,16,0
mm,16,0
naturevalley,16,0
nitrousoxidepatterns,16,0
oettinger,16,0
optifit,16,0
Orange,16,0
paperbottle,16,0
paperbox,16,0
parkeerkaart,16,0
pathe,16,0
plastik,16,0
Pringles,16,0
pureplus,16,0
refrescobenelux,16,0
sanitarynapkin,16,0
schiphol,16,0
snackbar Eilandplein,16,0
snowseals,16,0
soplica,16,0
the grass company,16,0
tissuepackage,16,0
uggq,16,0
vitakrone,16,0
wheelcap,16,0
whipper,16,0
wood stick,16,0
adhesive tape,16,0
email,16,0
energyslammer,16,0
friûl,16,0
plastic koffielepel,16,0
plasticdeksel,16,0
plastictoy,16,0
sigarettenfilters,16,0
skate park,16,0
wilhelminapeppermint,16,0
15,15,0
affligem,15,0
aggriculturalplastic,15,0
aluminium lid,15,0
an,15,0
arguspils,15,0
bicyclepart,15,0
bonbinita,15,0
bright,15,0
bullet,15,0
burgerbox,15,0
c1000,15,0
caprisonne,15,0
carpet,15,0
cider,15,0
cocaine,15,0
cupholder,15,0
dommels,15,0
e,15,0
esmoker,15,0
gardening,15,0
gel,15,0
gelletje,15,0
grimbergen,15,0
haar elastiek,15,0
happy,15,0
hondenpoep,15,0
hook,15,0
hubcap,15,0
huisvuil,15,0
jersey,15,0
kentuckyfriedchicken,15,0
keurslager,15,0
klm,15,0
krant/relclame,15,0
lace,15,0
landessa,15,0
laplace,15,0
laughing gas,15,0
liptonicetea,15,0
M&M,15,0
niet mee te nemen,15,0
nordfresh,15,0
oliehoorn,15,0
page,15,0
paraplu,15,0
Plastic,15,0
plastic handschoen,15,0
plasticdsoepfoundation,15,0
polyurethaan,15,0
protein,15,0
puschkin,15,0
qp,15,0
raisins,15,0
redbullshit,15,0
ret,15,0
riodoro,15,0
ritter sport,15,0
rivercola,15,0
rum cola,15,0
seven,15,0
shop,15,0
snackbar,15,0
stones,15,0
sugarstick,15,0
sushi,15,0
sweets,15,0
tempex,15,0
tywraps,15,0
vedett,15,0
vegetable,15,0
vitamindrink,15,0
vloeitjes,15,0
wasknijper,15,0
weed bag,15,0
welkoop,15,0
woodstick,15,0
yogurt,15,0
zadeldekje,15,0
fabrics,15,0
gripper,15,0
kapot gemaaide koffiebeker,15,0
nestlé,15,0
paper handkerchiefs,15,0
papieren zakdoekje kapot gemaaid,15,0
plastified,15,0
sanitar,15,0
saskia plastic bottle,15,0
sigarettepeuk,15,0
skar,15,0
tikkie,15,0
wicky drink,15,0
?,14,0
2016,14,0
abant,14,0
adhesivetape,14,0
babywipes,14,0
bandage,14,0
bc,14,0
berentzen,14,0
bonbonetti,14,0
breakers,14,0
bub,14,0
bufkes,14,0
businesscard,14,0
chain,14,0
chouffe,14,0
coffeestirrer,14,0
crocky,14,0
Dalphin,14,0
deklokbier,14,0
dorst,14,0
drinkbottle,14,0
droste,14,0
dunkindonuts,14,0
dvd,14,0
egberts,14,0
event,14,0
first choice cola,14,0
fishingline,14,0
foodwrap,14,0
frisbee,14,0
fristy,14,0
fruitjuice,14,0
garlan,14,0
gasstationglove,14,0
gewoon,14,0
gladiator,14,0
glasswool,14,0
goodies,14,0
green,14,0
Heineken,14,0
hell,14,0
icecream stick,14,0
kabelaar,14,0
koekhappers,14,0
kraak,14,0
krant,14,0
leer,14,0
lesli,14,0
lollypopwrapper,14,0
malbaro,14,0
matchbox,14,0
mcwrap,14,0
metal lid,14,0
n,14,0
needle,14,0
nijntje,14,0
oblomov,14,0
oldjamaica,14,0
peeze,14,0
peijenburg,14,0
pilsener,14,0
plastic rope,14,0
pro magic firework paper,14,0
pur foam,14,0
record,14,0
rubbish,14,0
salade,14,0
sallos,14,0
sevenup,14,0
sigarettenverpakking,14,0
sinterklaas,14,0
soda energydrink,14,0
sodabottle,14,0
spectacles,14,0
spirits,14,0
stickers,14,0
surround,14,0
sweater,14,0
thread,14,0
tireb,14,0
tools,14,0
treinkaartje,14,0
tumtum,14,0
tunder kong fireworks,14,0
utensils,14,0
valvoline,14,0
van,14,0
veter,14,0
Vicks,14,0
vuurwerkstandaard,14,0
wapper,14,0
whilhelmina,14,0
whisky,14,0
zwagerman,14,0
amstelbeer,14,0
andalooz,14,0
antep tatlysi,14,0
bottle cap,14,0
candy wrapper,14,0
crispychicken,14,0
diary,14,0
dogwalking area,14,0
electric material,14,0
flopak,14,0
geotextile,14,0
honden poep,14,0
ijsbeker,14,0
insulationfoam,14,0
kapot getrapt wegwerpbestek,14,0
lightner,14,0
medicineblister,14,0
narcotic,14,0
plastic gripper,14,0
saucage,14,0
schiettent,14,0
werthers originals,14,0
wilhelmina pepermint,14,0
#wrapper #plastic #candy #antaflu,13,0
acs,13,0
activia,13,0
atm,13,0
bacardicola,13,0
ballonnen,13,0
ballpen,13,0
ben,13,0
ben&jerrys,13,0
bicyclelight,13,0
Bifi,13,0
bord,13,0
bundlestrap,13,0
canon,13,0
carre,13,0
champagne,13,0
da,13,0
dhl,13,0
dizzies,13,0
Dubbelfris,13,0
duct tape,13,0
dumpafval,13,0
duplo,13,0
eggs,13,0
Fanta,13,0
firecracker,13,0
firstaid,13,0
fisherman's friend,13,0
fishline,13,0
fresubin,13,0
gazelle,13,0
geenstatiegeld,13,0
groenonderhoud,13,0
Grolsch,13,0
hardplastic,13,0
haywrapping,13,0
ijs,13,0
illumination,13,0
javaansejongens,13,0
jollyrancher,13,0
JPS,13,0
kinderchocolade,13,0
kips,13,0
Kong strong,13,0
laughinggas,13,0
liefmans,13,0
Lu,13,0
maes,13,0
mints,13,0
moer,13,0
mora,13,0
new tree,13,0
nike,13,0
oldcaptain,13,0
onge,13,0
opkikker,13,0
pickingupthepieces,13,0
pieceofbikelock,13,0
pin,13,0
plasticflesje,13,0
pleinsud,13,0
rizla+,13,0
shampoo,13,0
skyr,13,0
slagroom,13,0
sonday,13,0
spa reine,13,0
speculoos,13,0
springvalley,13,0
spunge,13,0
sugar land,13,0
swab,13,0
swabs,13,0
sweetwrapper,13,0
swishersweets,13,0
t,13,0
tabak,13,0
teasers,13,0
tie-wrap,13,0
toffifee,13,0
toppie,13,0
toyota,13,0
twizzl,13,0
vitamine,13,0
waffle,13,0
winebottle,13,0
altria,13,0
bekertje,13,0
car window,13,0
coffee spoon,13,0
coffeecreme,13,0
dehaan,13,0
kordaatpils,13,0
l&m cigarettes paper,13,0
personal hygiene,13,0
plastic verpakking,13,0
plasticbottlecap,13,0
poldersekermis,13,0
reklame,13,0
schutters beer,13,0
suez,13,0
wrapper cigarette box,13,0
2x,12,0
absolut,12,0
ad,12,0
ahtogo,12,0
basket,12,0
batteries,12,0
bavaria metal can,12,0
ben&jerry's,12,0
blikjes,12,0
boels,12,0
boot,12,0
Bounty,12,0
broom,12,0
bross,12,0
bubble gum,12,0
cam,12,0
cash receipt,12,0
cellulose,12,0
cigarbox,12,0
closure,12,0
coffeefresh,12,0
coffeemilk,12,0
cranenbroek,12,0
crispbag,12,0
croissant,12,0
crown cap,12,0
davitamon,12,0
deli,12,0
diper,12,0
disaronno,12,0
dole,12,0
domino's,12,0
douglas,12,0
Drink,12,0
enkhuizer,12,0
festival,12,0
fietsbel,12,0
fisherman’s friend,12,0
flessendop,12,0
foamrubber,12,0
folders,12,0
free,12,0
freezepop,12,0
fruit fris,12,0
gladstone,12,0
glentalloch,12,0
glowinthedark,12,0
goedbezig,12,0
golden 7,12,0
goreme,12,0
grease,12,0
gun,12,0
gurpinar,12,0
heart,12,0
hygene,12,0
